Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2021-08-12   ,25.75                       ,19.32                        ,           70.63 ,                         11.24 ,                 29.66 ,Kuzeydoğu          ,Açık
2021-08-13   ,25.08                       ,18.44                        ,           68.12 ,                         12.75 ,                 29.76 ,Kuzeydoğu          ,Açık
2021-08-14   ,24.62                       ,16.29                        ,           60.6  ,                         12.9  ,                 29.75 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-08-15   ,24.21                       ,16.61                        ,           63.46 ,                         11.62 ,                 29.68 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-08-16   ,24.29                       ,17.31                        ,           66.65 ,                         12.25 ,                 29.62 ,Kuzeydoğu          ,Açık
2021-08-17   ,25.53                       ,19.95                        ,           72.83 ,                         11.6  ,                 29.52 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-18   ,25.56                       ,20.66                        ,           76.35 ,                         10.9  ,                 29.46 ,Kuzeydoğu          ,Açık
2021-08-19   ,24.1                        ,20.34                        ,           80.27 ,                         10.73 ,                 29.52 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-08-20   ,23.67                       ,15.8                         ,           62.79 ,                         13.19 ,                 29.63 ,Kuzeydoğu          ,Açık
2021-08-21   ,23.06                       ,16.06                        ,           66.35 ,                         13.25 ,                 29.65 ,Kuzeydoğu          ,Açık
2021-08-22   ,23.99                       ,18.5                         ,           72.9  ,                         14.17 ,                 29.64 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-08-23   ,24.7                        ,19.26                        ,           73.38 ,                         15.48 ,                 29.62 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-08-24   ,24.73                       ,19.51                        ,           74.21 ,                         13.23 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-08-25   ,25.26                       ,21.11                        ,           79.24 ,                         10.45 ,                 29.53 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2021-08-26   ,25.58                       ,19.36                        ,           72.14 ,                          5.59 ,                 29.51 ,Kuzeydoğu          ,Açık
2021-08-27   ,28.23                       ,18.6                         ,           58.67 ,                          5.58 ,                 29.47 ,Değişken           ,Açık
2021-08-28   ,27.79                       ,20.01                        ,           65.1  ,                         12.5  ,                 29.45 ,Kuzeydoğu          ,Açık
2021-08-29   ,25.67                       ,22.23                        ,           82.6  ,                          8.16 ,                 29.36 ,Kuzeydoğu          ,Açık
2021-08-30   ,25.02                       ,21.87                        ,           83.21 ,                         10.75 ,                 29.46 ,Kuzeydoğu-Kuzey    ,Açık
2021-08-31   ,25.06                       ,19.46                        ,           71.83 ,                         13.44 ,                 29.59 ,Kuzeydoğu          ,Açık
2021-09-01   ,24.63                       ,17.35                        ,           65.94 ,                         11.82 ,                 29.57 ,Kuzeydoğu          ,Açık
2021-09-02   ,22.82                       ,14.18                        ,           58.96 ,                          9.83 ,                 29.67 ,Kuzey              ,Çoğunlukla Bulutlu
2021-09-03   ,19.65                       ,13.82                        ,           71.04 ,                         12.2  ,                 29.75 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-09-04   ,20.45                       ,13.58                        ,           66.06 ,                         11.23 ,                 29.65 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-09-05   ,21.83                       ,14.7                         ,           65.19 ,                         14.42 ,                 29.64 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-09-06   ,21.43                       ,15.75                        ,           70.87 ,                         18.96 ,                 29.72 ,Kuzeydoğu          ,29.72
2021-09-07   ,19.98                       ,12.14                        ,           62.96 ,                         19.27 ,                 29.8  ,Kuzeydoğu          ,Açık / Rüzgarlı
2021-09-08   ,20.14                       ,13.03                        ,           65.33 ,                         20.5  ,                 29.76 ,Kuzeydoğu          ,Açık
2021-09-09   ,20.8                        ,15.81                        ,           74.56 ,                         16.64 ,                 29.67 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-09-10   ,19.42                       ,16.92                        ,           85.79 ,                          8.12 ,                 29.66 ,Kuzeydoğu          ,29.67
2021-09-11   ,19.72                       ,16.28                        ,           81.33 ,                          5.48 ,                 29.66 ,Batı-Güneybatı     ,Parçalı Bulutlu
2021-09-12   ,19.91                       ,14.17                        ,           72.71 ,                          9.12 ,                 29.58 ,Kuzeydoğu          ,Açık
2021-09-13   ,21.02                       ,15.91                        ,           75.54 ,                         10.44 ,                 29.54 ,Kuzeydoğu          ,Açık
2021-09-14   ,21.1                        ,16.9                         ,           77.88 ,                         10.22 ,                 29.6  ,Kuzeydoğu          ,Çoğunlukla Bulutlu
2021-09-15   ,21.82                       ,17.28                        ,           76.79 ,                          9.5  ,                 29.65 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-09-16   ,22.03                       ,17.85                        ,           79.25 ,                          7.12 ,                 29.69 ,Kuzeydoğu          ,Parçalı Bulutlu
2021-09-17   ,22.35                       ,12.05                        ,           56.23 ,                          4.75 ,                 29.65 ,Kuzeydoğu-Doğu     ,Açık
2021-09-18   ,25.69                       ,12.9                         ,           46.08 ,                          6.35 ,                 29.51 ,Batı               ,Açık
2021-09-19   ,24.34                       ,16.83                        ,           65.12 ,                          5.2  ,                 29.58 ,Batı-Güneybatı     ,Açık
2021-09-20   ,26.0                        ,16.93                        ,           60.23 ,                          5.31 ,                 29.55 ,Batı               ,Açık
2021-09-21   ,21.04                       ,15.39                        ,           70.48 ,                         16.02 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2021-09-22   ,17.53                       ,11.54                        ,           68.02 ,                         10.24 ,                 29.7  ,Kuzeydoğu          ,Çoğunlukla Bulutlu
